,name,saved_gas,time,already_optimal,discovered_optimal,non_optimal_with_less_gas,non_optimal_with_same_gas,no_solution_found
34,0x74fd51a98a4a1ecbef8cc43be801cce630e260bd,2488,10729.088339,192,103,6,13,3
35,0xb3775fb83f7d12a36e0475abdd1fca35c091efbe,4503,20577.303765000033,326,115,2,12,13
36,0xf0155486a14539f784739be1c02e93f28eb8e960,1264,1402.0200730000001,59,20,0,1,1
37,0x5da8d37485b4374fc338fc1f1ea31d07eb7bedd3,4563,22443.98347900003,278,189,12,32,3
38,0x425372c0ac9d559a186a08a3854e0ddea1a00d5c,11258,66665.4097869999,860,350,20,42,45
39,0x14fbca95be7e99c15cc2996c6c9d841e54b79425,5213,41239.54339799994,802,202,17,71,20
40,0x686b30a80826340a59afa564c2a01b79128eb7dd,872,15453.067141000014,164,53,0,8,7
41,0xf230b790e05390fc8295f4d3f60332c93bed42e2,900,8444.047354999997,145,43,0,14,6
42,0xe6b75a1960f91bfa7010dec8543685ead67f8cff,2934,15079.562704999993,215,79,4,18,9
43,0x7c5cb1220bd293ff9cf903915732e51a71292038,2851,21967.851027000008,189,143,11,18,9
44,0xd1ceeeefa68a6af0a5f6046132d986066c7f9426,5038,27583.442795000014,254,119,9,10,17
45,0x419d0d8bdd9af5e606ae2232ed285aff190e711b,3208,31177.41759000001,226,77,5,29,25
46,0x0e69d0a2bbb30abcb7e5cfea0e4fde19c00a8d47,3363,22353.356928,281,115,7,6,7
47,0x2a0c0dbecc7e4d658f48e01e3fa353f44050c208,5216,17482.841354999986,356,188,7,38,7
48,0x867ffb5a3871b500f65bdfafe0136f9667deae06,5871,65954.80921500002,350,173,14,21,52
49,0xd77bcd9cf4212a41defbcd2e2ff0f50fea2be643,708,17018.78298499999,197,45,0,8,9
